SID,Level,WORD,POS,Vowel_Type,Stressed_Vowel
197,B,divorce,v.,Monophthong,/ ɔ /
198,B,dominant,adj.,Monophthong,/ ɑ /
199,B,donation,n.,Diphthong,/ eɪ /
200,B,dot,n.,Monophthong,/ ɑ /
201,B,downtown,n.,Diphthong,/ aʊ /
202,B,dramatically,adv.,Monophthong,/ æ /
203,B,drought,n.,Diphthong,/ aʊ /
204,B,dull,adj.,Monophthong,/ ʌ /
205,B,dump,v.,Monophthong,/ ʌ /
206,B,duration,n.,Diphthong,/ eɪ /
207,B,dynamic,adj.,Monophthong,/ æ /
208,B,economics,n.,Monophthong,/ ɑ /
209,B,economist,n.,Monophthong,/ ɑ /
210,B,editorial,adj.,Monophthong,/ ɔ /
211,B,efficiently,adv.,Monophthong,/ ɪ /
212,B,elbow,n.,Monophthong,/ ɛ /
213,B,electronics,n.,Monophthong,/ ɑ /
214,B,elegant,adj.,Monophthong,/ ɛ /
215,B,elementary,adj.,Monophthong,/ ɛ /
216,B,eliminate,v.,Monophthong,/ ɪ /
217,B,embrace,v.,Diphthong,/ eɪ /
218,B,emission,n.,Monophthong,/ ɪ /
219,B,emotionally,adv.,Diphthong,/ oʊ /
220,B,empire,n.,Monophthong,/ ɛ /
221,B,enjoyable,adj.,Diphthong,/ ɔɪ /
222,B,entertaining,adj.,Diphthong,/ eɪ /
223,B,entrepreneur,n.,Monophthong,/ ʊ /
224,B,envelope,n.,Monophthong,/ ɛ /
225,B,equip,v.,Monophthong,/ ɪ /
226,B,equivalent,adj.,Monophthong,/ ɪ /
227,B,era,n.,Monophthong,/ ɛ /
228,B,erupt,v.,Monophthong,/ ʌ /
229,B,essentially,adv.,Monophthong,/ ɛ /
230,B,ethic,n.,Monophthong,/ ɛ /
231,B,ethnic,adj.,Monophthong,/ ɛ /
232,B,evaluation,n.,Diphthong,/ eɪ /
233,B,evident,adj.,Monophthong,/ ɛ /
234,B,evolution,n.,Monophthong,/ u /
235,B,evolve,v.,Monophthong,/ ɑ /
236,B,exceed,v.,Monophthong,/ i /
237,B,exception,n.,Monophthong,/ ɛ /
238,B,excessive,adj.,Monophthong,/ ɛ /
239,B,exclude,v.,Monophthong,/ u /
240,B,exhibit,v.,Monophthong,/ ɪ /
241,B,exit,n.,Monophthong,/ ɛ /
242,B,exotic,adj.,Monophthong,/ ɑ /
243,B,expansion,n.,Monophthong,/ æ /
244,B,expertise,n.,Monophthong,/ i /
245,B,exploit,v.,Monophthong,/ ɔɪ /
246,B,exposure,n.,Diphthong,/ oʊ /
247,B,extension,n.,Monophthong,/ ɛ /
248,B,extensive,adj.,Monophthong,/ ɛ /
249,B,extensively,adv.,Monophthong,/ ɛ /
250,B,extract,n.,Monophthong,/ ɛ /
251,B,fabric,n.,Monophthong,/ æ /
252,B,fabulous,adj.,Monophthong,/ æ /
253,B,failed,adj.,Diphthong,/ eɪ /
254,B,fake,adj.,Diphthong,/ eɪ /
255,B,fame,n.,Diphthong,/ eɪ /
256,B,fantasy,n.,Monophthong,/ æ /
257,B,fare,n.,Monophthong,/ ɛ /
258,B,federal,adj.,Monophthong,/ ɛ /
259,B,fever,n.,Monophthong,/ i /
260,B,firefighter,n.,Diphthong,/ aɪ /
261,B,firework,n.,Diphthong,/ aɪ /
262,B,firm,adj.,Monophthong,/ ɝ /
263,B,firmly,adv.,Monophthong,/ ɝ /
264,B,flavour,n.,Diphthong,/ eɪ /
265,B,fond,adj.,Monophthong,/ ɑ /
266,B,fool,n.,Monophthong,/ u /
267,B,forbid,v.,Monophthong,/ ɪ /
268,B,forecast,v.,Monophthong,/ ɔ /
269,B,format,n.,Monophthong,/ ɔ /
270,B,formation,n.,Diphthong,/ eɪ /
271,B,formerly,adv.,Monophthong,/ ɔ /
272,B,fortunate,adj.,Monophthong,/ ɔ /
273,B,forum,n.,Monophthong,/ ɔ /
274,B,fossil,n.,Monophthong,/ ɑ /
275,B,foundation,n.,Diphthong,/ eɪ /
276,B,founder,n.,Diphthong,/ aʊ /
277,B,fraction,n.,Monophthong,/ æ /
278,B,fragment,n.,Monophthong,/ æ /
279,B,framework,n.,Diphthong,/ eɪ /
280,B,fraud,n.,Monophthong,/ ɔ /
281,B,freely,adv.,Monophthong,/ i /
282,B,frequent,adj.,Monophthong,/ i /
283,B,fulfil,v.,Monophthong,/ ɪ /
284,B,full-time,adj.,Diphthong,/ aɪ /
285,B,fundamentally,adv.,Monophthong,/ ɛ /
286,B,furious,adj.,Monophthong,/ ʊ /
287,B,gaming,n.,Diphthong,/ eɪ /
288,B,gay,adj.,Diphthong,/ eɪ /
289,B,gender,n.,Monophthong,/ ɛ /
290,B,gene,n.,Monophthong,/ i /
291,B,genetic,adj.,Monophthong,/ ɛ /
292,B,genius,n.,Monophthong,/ i /
293,B,genuine,adj.,Monophthong,/ ɛ /
294,B,genuinely,adv.,Monophthong,/ ɛ /
295,B,gesture,n.,Monophthong,/ ɛ /
296,B,gig,n.,Monophthong,/ ɪ /
297,B,globalization,n.,Diphthong,/ eɪ /
298,B,globe,n.,Diphthong,/ oʊ /
299,B,golden,adj.,Diphthong,/ oʊ /
300,B,goodness,n.,Monophthong,/ ʊ /
301,B,gorgeous,adj.,Monophthong,/ ɔ /
302,B,governor,n.,Monophthong,/ ʌ /
303,B,graphic,adj.,Monophthong,/ æ /
304,B,graphics,n.,Monophthong,/ æ /
305,B,greatly,adv.,Diphthong,/ eɪ /
306,B,greenhouse,n.,Monophthong,/ i /
307,B,grocery,n.,Diphthong,/ oʊ /
308,B,guideline,n.,Diphthong,/ aɪ /
309,B,habitat,n.,Monophthong,/ æ /
310,B,harbor,n.,Monophthong,/ ɑ /
311,B,headquarters,n.,Monophthong,/ ɛ /
312,B,heal,v.,Monophthong,/ i /
313,B,healthcare,n.,Monophthong,/ ɛ /
314,B,helmet,n.,Monophthong,/ ɛ /
315,B,hence,adv.,Monophthong,/ ɛ /
316,B,herb,n.,Monophthong,/ ɝ /
317,B,hidden,adj.,Monophthong,/ ɪ /
318,B,highway,n.,Diphthong,/ aɪ /
319,B,hilarious,adj.,Monophthong,/ ɛ /
320,B,hip,n.,Monophthong,/ ɪ /
321,B,historian,n.,Monophthong,/ ɔ /
322,B,homeless,adj.,Diphthong,/ oʊ /
323,B,honesty,n.,Monophthong,/ ɑ /
324,B,hook,n.,Monophthong,/ ʊ /
325,B,hopefully,adv.,Diphthong,/ oʊ /
326,B,hunger,n.,Monophthong,/ ʌ /
327,B,hypothesis,n.,Monophthong,/ ɑ /
328,B,icon,n.,Diphthong,/ aɪ /
329,B,identical,adj.,Monophthong,/ ɛ /
330,B,illusion,n.,Monophthong,/ u /
331,B,immigration,n.,Diphthong,/ eɪ /
332,B,immune,adj.,Monophthong,/ u /
333,B,implement,v.,Monophthong,/ ɪ /
334,B,implication,n.,Diphthong,/ eɪ /
335,B,incentive,n.,Monophthong,/ ɛ /
336,B,incorporate,v.,Monophthong,/ ɔ /
337,B,incorrect,adj.,Monophthong,/ ɛ /
338,B,independence,n.,Monophthong,/ ɛ /
339,B,index,n.,Monophthong,/ ɪ /
340,B,indication,n.,Diphthong,/ eɪ /
341,B,inevitable,adj.,Monophthong,/ ɛ /
342,B,inevitably,adv.,Monophthong,/ ɛ /
343,B,infer,v.,Monophthong,/ ɝ /
344,B,inflation,n.,Diphthong,/ eɪ /
345,B,info,n.,Monophthong,/ ɪ /
346,B,infrastructure,n.,Monophthong,/ ɪ /
347,B,inhabitant,n.,Monophthong,/ æ /
348,B,inherit,v.,Monophthong,/ ɛ /
349,B,ink,n.,Monophthong,/ ɪ /
350,B,innovation,n.,Diphthong,/ eɪ /
351,B,innovative,adj.,Monophthong,/ ɪ /
352,B,input,n.,Monophthong,/ ɪ /
353,B,insert,v.,Monophthong,/ ɝ /
354,B,inspector,n.,Monophthong,/ ɛ /
355,B,installation,n.,Diphthong,/ eɪ /
356,B,instant,adj.,Monophthong,/ ɪ /
357,B,instantly,adv.,Monophthong,/ ɪ /
358,B,integrate,v.,Monophthong,/ ɪ /
359,B,intellectual,adj.,Monophthong,/ ɛ /
360,B,interact,v.,Monophthong,/ æ /
361,B,interaction,n.,Monophthong,/ æ /
362,B,interpretation,n.,Diphthong,/ eɪ /
363,B,interval,n.,Monophthong,/ ɪ /
364,B,invade,v.,Diphthong,/ eɪ /
365,B,invasion,n.,Diphthong,/ eɪ /
366,B,investor,n.,Monophthong,/ ɛ /
367,B,isolate,v.,Diphthong,/ aɪ /
368,B,isolated,adj.,Diphthong,/ aɪ /
369,B,jail,n.,Diphthong,/ eɪ /
370,B,jet,n.,Monophthong,/ ɛ /
371,B,joint,adj.,Diphthong,/ ɔɪ /
372,B,joint,n.,Diphthong,/ ɔɪ /
373,B,journalism,n.,Monophthong,/ ɝ /
374,B,jury,n.,Monophthong,/ ʊ /
375,B,kit,n.,Monophthong,/ ɪ /
376,B,ladder,n.,Monophthong,/ æ /
377,B,landing,n.,Monophthong,/ æ /
378,B,lane,n.,Diphthong,/ eɪ /
379,B,lately,adv.,Diphthong,/ eɪ /
380,B,leaflet,n.,Monophthong,/ i /
381,B,legend,n.,Monophthong,/ ɛ /
382,B,lens,n.,Monophthong,/ ɛ /
383,B,lifetime,n.,Diphthong,/ aɪ /
384,B,lighting,n.,Diphthong,/ aɪ /
385,B,likewise,adv.,Diphthong,/ aɪ /
386,B,limitation,n.,Diphthong,/ eɪ /
387,B,literally,adv.,Monophthong,/ ɪ /
388,B,literary,adj.,Monophthong,/ ɪ /
389,B,litre,n.,Monophthong,/ i /
390,B,litter,n.,Monophthong,/ ɪ /
391,B,logo,n.,Diphthong,/ oʊ /
392,B,lottery,n.,Monophthong,/ ɑ /
393,B,loyal,adj.,Diphthong,/ ɔɪ /
394,B,lyric,n.,Monophthong,/ ɪ /
395,B,magnificent,adj.,Monophthong,/ ɪ /
396,B,make-up,n.,Diphthong,/ eɪ /
397,B,making,n.,Diphthong,/ eɪ /
398,B,manufacture,v.,Monophthong,/ æ /
399,B,manufacturing,n.,Monophthong,/ æ /
400,B,marathon,n.,Monophthong,/ æ /
401,B,margin,n.,Monophthong,/ ɑ /
402,B,marker,n.,Monophthong,/ ɑ /
403,B,martial,adj.,Monophthong,/ ɑ /
404,B,mate,n.,Diphthong,/ eɪ /
405,B,mate,v.,Diphthong,/ eɪ /
406,B,mayor,n.,Diphthong,/ eɪ /
407,B,mechanic,n.,Monophthong,/ æ /
408,B,mechanical,adj.,Monophthong,/ æ /
409,B,mechanism,n.,Monophthong,/ ɛ /
410,B,medal,n.,Monophthong,/ ɛ /
411,B,medication,n.,Diphthong,/ eɪ /
412,B,membership,n.,Monophthong,/ ɛ /
413,B,memorable,adj.,Monophthong,/ ɛ /
414,B,metaphor,n.,Monophthong,/ ɛ /
415,B,miner,n.,Diphthong,/ aɪ /
416,B,miserable,adj.,Monophthong,/ ɪ /
417,B,mode,n.,Diphthong,/ oʊ /
418,B,modest,adj.,Monophthong,/ ɑ /
419,B,monster,n.,Monophthong,/ ɑ /
420,B,monthly,adj.,Monophthong,/ ʌ /
421,B,monument,n.,Monophthong,/ ɑ /
422,B,moreover,adv.,Diphthong,/ oʊ /
423,B,mortgage,n.,Monophthong,/ ɔ /
424,B,mosque,n.,Monophthong,/ ɑ /
425,B,motion,n.,Diphthong,/ oʊ /
426,B,motivate,v.,Diphthong,/ oʊ /
427,B,motivation,n.,Diphthong,/ oʊ /
428,B,moving,adj.,Monophthong,/ u /
429,B,myth,n.,Monophthong,/ ɪ /
430,B,naked,adj.,Diphthong,/ eɪ /
431,B,nasty,adj.,Monophthong,/ æ /
432,B,navigation,n.,Diphthong,/ eɪ /
433,B,nearby,adj.,Monophthong,/ ɪ /
434,B,nearby,adv.,Monophthong,/ ɪ /
435,B,necessity,n.,Monophthong,/ ɛ /
436,B,negotiate,v.,Diphthong,/ oʊ /
437,B,negotiation,n.,Diphthong,/ eɪ /
438,B,neutral,adj.,Monophthong,/ u /
439,B,newly,adv.,Monophthong,/ u /
440,B,norm,n.,Monophthong,/ ɔ /
441,B,notebook,n.,Diphthong,/ oʊ /
442,B,novelist,n.,Monophthong,/ ɑ /
443,B,nowadays,adv.,Diphthong,/ aʊ /
444,B,nursing,adj.,Monophthong,/ ɝ /
445,B,nutrition,n.,Monophthong,/ ɪ /
446,B,obesity,n.,Diphthong,/ oʊ /
447,B,observer,n.,Monophthong,/ ɝ /
448,B,obstacle,n.,Monophthong,/ ɑ /
449,B,occupation,n.,Diphthong,/ eɪ /
450,B,occupy,v.,Monophthong,/ ɑ /
451,B,offender,n.,Monophthong,/ ɛ /
452,B,ongoing,adj.,Monophthong,/ ɑ /
453,B,openly,adv.,Diphthong,/ oʊ /
454,B,opera,n.,Monophthong,/ ɑ /
455,B,operator,n.,Monophthong,/ ɑ /
456,B,optimistic,adj.,Monophthong,/ ɪ /
457,B,orchestra,n.,Monophthong,/ ɔ /
458,B,organic,adj.,Monophthong,/ æ /
459,B,outfit,n.,Diphthong,/ aʊ /
460,B,output,n.,Diphthong,/ aʊ /
461,B,outstanding,adj.,Diphthong,/ aʊ /
462,B,overcome,v.,Monophthong,/ ʌ /
463,B,overnight,adv.,Diphthong,/ aɪ /
464,B,overseas,adv.,Monophthong,/ i /
465,B,overseas,adj.,Monophthong,/ i /
466,B,ownership,n.,Diphthong,/ oʊ /
467,B,oxygen,n.,Monophthong,/ ɑ /
468,B,packet,n.,Monophthong,/ æ /
469,B,palm,n.,Monophthong,/ ɑ /
470,B,panic,n.,Monophthong,/ æ /
471,B,parade,n.,Diphthong,/ eɪ /
472,B,parallel,adj.,Monophthong,/ æ /
473,B,parallel,n.,Monophthong,/ æ /
474,B,participation,n.,Diphthong,/ eɪ /
475,B,partnership,n.,Monophthong,/ ɑ /
476,B,part-time,adj.,Diphthong,/ aɪ /
477,B,part-time,adv.,Diphthong,/ aɪ /
478,B,passionate,adj.,Monophthong,/ æ /
479,B,password,n.,Monophthong,/ æ /
480,B,patience,n.,Diphthong,/ eɪ /
481,B,pause,v.,Monophthong,/ ɔ /
482,B,pause,n.,Monophthong,/ ɔ /
483,B,peer,n.,Monophthong,/ ɪ /
484,B,penalty,n.,Monophthong,/ ɛ /
485,B,perceive,v.,Monophthong,/ i /
486,B,perception,n.,Monophthong,/ ɛ /
487,B,permanently,adv.,Monophthong,/ ɝ /
488,B,pill,n.,Monophthong,/ ɪ /
489,B,pity,n.,Monophthong,/ ɪ /
490,B,placement,n.,Diphthong,/ eɪ /
491,B,portion,n.,Monophthong,/ ɔ /
492,B,potentially,adv.,Monophthong,/ ɛ /
493,B,precede,v.,Monophthong,/ i /
494,B,precious,adj.,Monophthong,/ ɛ /
495,B,precise,adj.,Diphthong,/ aɪ /
496,B,precisely,adv.,Diphthong,/ aɪ /
497,B,predictable,adj.,Monophthong,/ ɪ /
498,B,preference,n.,Monophthong,/ ɛ /
499,B,pride,n.,Diphthong,/ aɪ /
500,B,primarily,adv.,Monophthong,/ ɛ /
501,B,principal,adj.,Monophthong,/ ɪ /
502,B,prior,adj.,Diphthong,/ aɪ /
503,B,probability,n.,Monophthong,/ ɪ /
504,B,probable,adj.,Monophthong,/ ɑ /
505,B,proceed,v.,Monophthong,/ i /
506,B,programming,n.,Diphthong,/ oʊ /
507,B,progressive,adj.,Monophthong,/ ɛ /
508,B,prohibit,v.,Monophthong,/ ɪ /
509,B,promising,adj.,Monophthong,/ ɑ /
510,B,promotion,n.,Diphthong,/ oʊ /
511,B,prompt,v.,Monophthong,/ ɑ /
512,B,proportion,n.,Monophthong,/ ɔ /
513,B,protein,n.,Diphthong,/ oʊ /
514,B,protester,n.,Diphthong,/ oʊ /
515,B,psychological,adj.,Diphthong,/ aɪ /
516,B,publicity,n.,Monophthong,/ ɪ /
517,B,publishing,n.,Monophthong,/ ʌ /
518,B,punk,n.,Monophthong,/ ʌ /
519,B,purely,adv.,Monophthong,/ ʊ /
520,B,pursuit,n.,Monophthong,/ u /
521,B,puzzle,n.,Monophthong,/ ʌ /
522,B,questionnaire,n.,Monophthong,/ ɛ /
523,B,racial,adj.,Diphthong,/ eɪ /
524,B,racism,n.,Diphthong,/ eɪ /
525,B,racist,n.,Diphthong,/ eɪ /
526,B,radiation,n.,Diphthong,/ eɪ /
527,B,rail,n.,Diphthong,/ eɪ /
528,B,random,adj.,Monophthong,/ æ /
529,B,rat,n.,Monophthong,/ æ /
530,B,rating,n.,Diphthong,/ eɪ /
531,B,reasonably,adv.,Monophthong,/ i /
532,B,rebuild,v.,Monophthong,/ ɪ /
533,B,receiver,n.,Monophthong,/ i /
534,B,recession,n.,Monophthong,/ ɛ /
535,B,reckon,v.,Monophthong,/ ɛ /
536,B,recognition,n.,Monophthong,/ ɪ /
537,B,recovery,n.,Monophthong,/ ʌ /
538,B,recruit,v.,Monophthong,/ u /
539,B,recruit,n.,Monophthong,/ u /
540,B,recruitment,n.,Monophthong,/ u /
541,B,referee,n.,Monophthong,/ i /
542,B,refugee,n.,Monophthong,/ i /
543,B,registration,n.,Diphthong,/ eɪ /
544,B,regulate,v.,Monophthong,/ ɛ /
545,B,reinforce,v.,Monophthong,/ ɔ /
546,B,relieve,v.,Monophthong,/ i /
547,B,relieved,adj.,Monophthong,/ i /
548,B,remarkable,adj.,Monophthong,/ ɑ /
549,B,remarkably,adv.,Monophthong,/ ɑ /
550,B,reporting,n.,Monophthong,/ ɔ /
551,B,resign,v.,Diphthong,/ aɪ /
552,B,resolution,n.,Monophthong,/ u /
553,B,restore,v.,Monophthong,/ ɔ /
554,B,restrict,v.,Monophthong,/ ɪ /
555,B,restriction,n.,Monophthong,/ ɪ /
556,B,retail,n.,Monophthong,/ i /
557,B,retirement,n.,Diphthong,/ aɪ /
558,B,revenue,n.,Monophthong,/ ɛ /
559,B,revision,n.,Monophthong,/ ɪ /
560,B,ridiculous,adj.,Monophthong,/ ɪ /
561,B,risky,adj.,Monophthong,/ ɪ /
562,B,rival,n.,Diphthong,/ aɪ /
563,B,rival,adj.,Diphthong,/ aɪ /
564,B,rob,v.,Monophthong,/ ɑ /
565,B,robbery,n.,Monophthong,/ ɑ /
566,B,rocket,n.,Monophthong,/ ɑ /
567,B,romance,n.,Diphthong,/ oʊ /
568,B,rose,n.,Diphthong,/ oʊ /
569,B,roughly,adv.,Monophthong,/ ʌ /
570,B,ruin,v.,Monophthong,/ u /
571,B,ruin,n.,Monophthong,/ u /
572,B,satisfaction,n.,Monophthong,/ æ /
573,B,scandal,n.,Monophthong,/ æ /
574,B,scare,v.,Monophthong,/ ɛ /
575,B,scare,n.,Monophthong,/ ɛ /
576,B,scenario,n.,Monophthong,/ ɛ /
577,B,scholar,n.,Monophthong,/ ɑ /
578,B,scholarship,n.,Monophthong,/ ɑ /
579,B,scratch,v.,Monophthong,/ æ /
580,B,scratch,n.,Monophthong,/ æ /
581,B,screening,n.,Monophthong,/ i /
582,B,seeker,n.,Monophthong,/ i /
583,B,seminar,n.,Monophthong,/ ɛ /
584,B,settler,n.,Monophthong,/ ɛ /
585,B,severely,adv.,Monophthong,/ ɪ /
586,B,sexy,adj.,Monophthong,/ ɛ /
587,B,shaped,adj.,Diphthong,/ eɪ /
588,B,shocking,adj.,Monophthong,/ ɑ /
589,B,shore,n.,Monophthong,/ ɔ /
590,B,shortage,n.,Monophthong,/ ɔ /
591,B,shortly,adv.,Monophthong,/ ɔ /
592,B,short-term,adj.,Monophthong,/ ɝ /
593,B,sibling,n.,Monophthong,/ ɪ /
594,B,signature,n.,Monophthong,/ ɪ /
595,B,significance,n.,Monophthong,/ ɪ /
596,B,skilled,adj.,Monophthong,/ ɪ /
597,B,skull,n.,Monophthong,/ ʌ /
598,B,slogan,n.,Diphthong,/ oʊ /
599,B,so-called,adj.,Monophthong,/ ɔ /
600,B,somehow,adv.,Monophthong,/ ʌ /
601,B,sometime,adv.,Monophthong,/ ʌ /
602,B,sophisticated,adj.,Monophthong,/ ɪ /
603,B,spare,adj.,Monophthong,/ ɛ /
604,B,specialize,v.,Monophthong,/ ɛ /
605,B,specify,v.,Monophthong,/ ɛ /
606,B,spectacular,adj.,Monophthong,/ æ /
607,B,spectator,n.,Monophthong,/ ɛ /
608,B,speculate,v.,Monophthong,/ ɛ /
609,B,speculation,n.,Diphthong,/ eɪ /
610,B,spice,n.,Diphthong,/ aɪ /
611,B,spill,v.,Monophthong,/ ɪ /
612,B,spite,n.,Diphthong,/ aɪ /
613,B,spoil,v.,Diphthong,/ ɔɪ /
614,B,spokesman,n.,Diphthong,/ oʊ /
615,B,spokesperson,n.,Diphthong,/ oʊ /
616,B,spokeswoman,n.,Diphthong,/ oʊ /
617,B,sponsorship,n.,Monophthong,/ ɑ /
618,B,sporting,adj.,Monophthong,/ ɔ /
619,B,stall,n.,Monophthong,/ ɔ /
620,B,stance,n.,Monophthong,/ æ /
621,B,starve,v.,Monophthong,/ ɑ /
622,B,steadily,adv.,Monophthong,/ ɛ /
623,B,steam,n.,Monophthong,/ i /
624,B,stimulate,v.,Monophthong,/ ɪ /
625,B,strengthen,v.,Monophthong,/ ɛ /
626,B,strictly,adv.,Monophthong,/ ɪ /
627,B,stroke,n.,Diphthong,/ oʊ /
628,B,stunning,adj.,Monophthong,/ ʌ /
629,B,subsequent,adj.,Monophthong,/ ʌ /
630,B,subsequently,adv.,Monophthong,/ ʌ /
631,B,suburb,n.,Monophthong,/ ʌ /
632,B,suffering,n.,Monophthong,/ ʌ /
633,B,sufficient,adj.,Monophthong,/ ɪ /
634,B,sufficiently,adv.,Monophthong,/ ɪ /
635,B,super,adj.,Monophthong,/ u /
636,B,surgeon,n.,Monophthong,/ ɝ /
637,B,survival,n.,Diphthong,/ aɪ /
638,B,survivor,n.,Diphthong,/ aɪ /
639,B,suspend,v.,Monophthong,/ ɛ /
640,B,sustainable,adj.,Diphthong,/ eɪ /
641,B,swallow,v.,Monophthong,/ ɑ /
642,B,sympathetic,adj.,Monophthong,/ ɛ /
643,B,tackle,v.,Monophthong,/ æ /
644,B,tag,n.,Monophthong,/ æ /
645,B,tag,v.,Monophthong,/ æ /
646,B,tap,v.,Monophthong,/ æ /
647,B,tap,n.,Monophthong,/ æ /
648,B,technological,adj.,Monophthong,/ ɑ /
649,B,teens,n.,Monophthong,/ i /
650,B,temple,n.,Monophthong,/ ɛ /
651,B,temporarily,adv.,Monophthong,/ ɛ /
652,B,tendency,n.,Monophthong,/ ɛ /
653,B,tension,n.,Monophthong,/ ɛ /
654,B,terminal,n.,Monophthong,/ ɝ /
655,B,terms,n.,Monophthong,/ ɝ /
656,B,terribly,adv.,Monophthong,/ ɛ /
657,B,terrify,v.,Monophthong,/ ɛ /
658,B,territory,n.,Monophthong,/ ɛ /
659,B,terror,n.,Monophthong,/ ɛ /
660,B,terrorism,n.,Monophthong,/ ɛ /
661,B,terrorist,n.,Monophthong,/ ɛ /
662,B,testing,n.,Monophthong,/ ɛ /
663,B,textbook,n.,Monophthong,/ ɛ /
664,B,theft,n.,Monophthong,/ ɛ /
665,B,therapist,n.,Monophthong,/ ɛ /
666,B,thesis,n.,Monophthong,/ i /
667,B,thorough,adj.,Monophthong,/ ɛ /
668,B,thoroughly,adv.,Monophthong,/ ɛ /
669,B,thumb,n.,Monophthong,/ ʌ /
670,B,timing,n.,Diphthong,/ aɪ /
671,B,tissue,n.,Monophthong,/ ɪ /
672,B,ton,n.,Monophthong,/ ʌ /
673,B,tonne,n.,Monophthong,/ ʌ /
674,B,tournament,n.,Monophthong,/ ʊ /
675,B,trace,v.,Diphthong,/ eɪ /
676,B,trading,n.,Diphthong,/ eɪ /
677,B,tragedy,n.,Monophthong,/ æ /
678,B,tragic,adj.,Monophthong,/ æ /
679,B,trait,n.,Diphthong,/ eɪ /
680,B,transmit,v.,Monophthong,/ ɪ /
681,B,transportation,n.,Diphthong,/ eɪ /
682,B,trap,v.,Monophthong,/ æ /
683,B,trap,n.,Monophthong,/ æ /
684,B,treasure,n.,Monophthong,/ ɛ /
685,B,tribe,n.,Diphthong,/ aɪ /
686,B,trigger,v.,Monophthong,/ ɪ /
687,B,trillion,num.,Monophthong,/ ɪ /
688,B,troop,n.,Monophthong,/ u /
689,B,tsunami,n.,Monophthong,/ ɑ /
690,B,ultimate,adj.,Monophthong,/ ʌ /
691,B,unacceptable,adj.,Monophthong,/ ɛ /
692,B,uncertainty,n.,Monophthong,/ ɝ /
693,B,undergo,v.,Diphthong,/ oʊ /
694,B,undertake,v.,Diphthong,/ eɪ /
695,B,unfold,v.,Diphthong,/ oʊ /
696,B,unfortunate,adj.,Monophthong,/ ɔ /
697,B,unite,v.,Diphthong,/ aɪ /
698,B,unity,n.,Monophthong,/ u /
699,B,universal,adj.,Monophthong,/ ɝ /
700,B,urgent,adj.,Monophthong,/ ɝ /
701,B,usage,n.,Monophthong,/ u /
702,B,useless,adj.,Monophthong,/ u /
703,B,valid,adj.,Monophthong,/ æ /
704,B,variation,n.,Diphthong,/ eɪ /
705,B,vertical,adj.,Monophthong,/ ɝ /
706,B,viewpoint,n.,Monophthong,/ u /
707,B,visa,n.,Monophthong,/ i /
708,B,visible,adj.,Monophthong,/ ɪ /
709,B,voluntary,adj.,Monophthong,/ ɑ /
710,B,voting,n.,Diphthong,/ oʊ /
711,B,wander,v.,Monophthong,/ ɑ /
712,B,warming,n.,Monophthong,/ ɔ /
713,B,weekly,adj.,Monophthong,/ i /
714,B,weird,adj.,Monophthong,/ ɪ /
715,B,welfare,n.,Monophthong,/ ɛ /
716,B,wheat,n.,Monophthong,/ i /
717,B,whoever,pron.,Monophthong,/ ɛ /
718,B,widespread,adj.,Diphthong,/ ɛ /
719,B,wisdom,n.,Monophthong,/ ɪ /
720,B,withdraw,v.,Monophthong,/ ɔ /
721,B,workforce,n.,Monophthong,/ ɝ /
722,B,workplace,n.,Monophthong,/ ɝ /
723,B,workshop,n.,Monophthong,/ ɝ /
724,B,worm,n.,Monophthong,/ ɝ /
725,B,wrist,n,Monophthong,/ ɪ /
